事業所番号,サービス種類,法人名称,事業所名,郵便番号,事業所所在地,電話番号,FAX番号,行政区
2640101339,居宅療養管理指導,株式会社ライフォート,ライフォート北山薬局,6038053,北区上賀茂岩ケ垣内町１００,721-3407,721-3407,北区
2640101354,居宅療養管理指導,,ローズタウン薬局,6038085,北区上賀茂蝉ケ垣内町４６番１シーズン・トダ１階,712-6636,712-6606,北区
2640101362,居宅療養管理指導,株式会社マーメイド,若草調剤薬局,6038463,北区大宮玄琢南町２－１２,494-3380,494-3381,北区
2630102388,居宅療養管理指導,医療法人優誠会,医療法人優誠会たかよりクリニック,6038202,北区紫竹東桃ノ本町１－１アクアリヴィエール１Ｆ,493-5080,493-5080,北区
2630102396,居宅療養管理指導,,中野歯科医院,6038161,北区小山北大野町３９,494-3330,494-3330,北区
2640101388,居宅療養管理指導,株式会社ポプリ,ポプリ薬局紫野店,6038164,北区紫野東御所田町7,432-0555,432-0600,北区
2640101396,居宅療養管理指導,高砂薬業株式会社,こじか薬局,6038215,北区紫野下門前町1番地,406-1206,406-1219,北区
2610105393,居宅療養管理指導,,松原医院,6038113,北区小山西元町26番地,491-2601,491-6999,北区
2640101404,居宅療養管理指導,みやこ薬局株式会社,みやこ薬局大宮店,6038476,北区大宮南箱ノ井町20番地2,494-2001,494-2007,北区
2640101065,居宅療養管理指導,株式会社フロンティア,ワタキュー薬局　北大路店,6038214,北区紫野雲林院町76,417-3161,432-2817,北区
2630102420,居宅療養管理指導,,妹尾歯科医院,6038035,北区上賀茂朝露ケ原町30玉屋ビル2階,721-9213,722-8859,北区
2630102446,居宅療養管理指導,医療法人優成会,医療法人優成会ほりべ歯科クリニック,6038836,北区西賀茂神光院町115-1,491-2332,,北区
2640101479,居宅療養管理指導,一般社団法人京都コムファ,みつばち薬局　上賀茂店,6038077,北区上賀茂藤ノ木町22-1,703-3281,703-3287,北区
2640101495,居宅療養管理指導,株式会社ゆうホールディングス,原谷ゆう薬局,6038487,北区大北山原谷乾町199-1,466-3833,,北区
2610105500,居宅療養管理指導,医療法人髙松内科医院,医療法人髙松内科医院,6038235,北区紫野下御輿町13-1プレイル北大路ビル１F,417-2377,417-2378,北区
2610105518,居宅療養管理指導,医療法人　葵会　,医療法人葵会　紫野協立診療所,6038233,北区紫野西野町60－5,431-6171,415-1898,北区
2630165518,居宅療養管理指導,医療法人　葵会　,医療法人葵会　紫野協立診療所（併設歯科）,6038233,北区紫野西野町60-5,431-6171,415-1898,北区
2640101511,居宅療養管理指導,有限会社トライアンフ,近畿調剤平野神社前薬局,6038345,北区平野八丁柳町68-1サニーハイム金閣寺1F,466-2822,466-2828,北区
2640101537,居宅療養管理指導,一般社団法人　京都コムファ,みつばち薬局　紫野店,6038233,北区紫野西野町65-7,417-3911,417-3910,北区
2630102503,居宅療養管理指導,,もり歯科,6038225,北区紫野南舟岡町84,204-4566,415-2268,北区
2610105484,居宅療養管理指導,,にしい内科医院,6038179,北区紫竹上梅ノ木町60-3,493-2200,493-2204,北区
2630102511,居宅療養管理指導,,まつもと歯科クリニック,6038235,北区紫野下御輿町23-2メゾン・ミルノール1F,354-6363,,北区
2610105567,居宅療養管理指導,医療法人にしい内科医院,医療法人にしい内科医院,6038179,北区紫竹上梅ノ木町60-3,493-2200,493-2204,北区
2630102529,居宅療養管理指導,医療法人すみれ,医療法人すみれ　ごう歯科クリニック,6038352,北区平野宮北町15,463-2055,463-2066,北区
2640101487,居宅療養管理指導,株式会社ココカラファインヘルスケア,ココカラファイン薬局北山店,6038053,北区上賀茂岩ケ垣内町100,721-3407,721-3407,北区
2640101560,居宅療養管理指導,株式会社オージープラン,株式会社オージープラン　かるがも調剤薬局大徳寺前店,6038222,北区紫野下築山町55-3アンフィニビル地下1階,415-3800,415-3801,北区
2640101057,居宅療養管理指導,有限会社さわやか薬局紫野,さわやか薬局紫野,6038235,北区紫野下御輿町6-2ドルスⅢ１F,417-3317,417-3314,北区
2640101578,居宅療養管理指導,株式会社　なの花西日本,なの花薬局　京都北大路店,6038125,北区小山板倉町50番地,494-0870,494-0871,北区
2640101610,居宅療養管理指導,株式会社アイセイ薬局,アイセイ薬局　上堀川店,6038424,北区紫竹下芝本町23番地　エクセル北山1階,494-2677,494-2678,北区
2640101636,居宅療養管理指導,株式会社京都トラストメディカ,あおい薬局西賀茂店,6030000,北区西賀茂水垣町30番地の1ジャルディーノ水垣1F,496-4644,496-4645,北区
2630102545,居宅療養管理指導,大河歯科医院,大河歯科医院,6038303,北区紫野十二坊町27,465-2080,465-3933,北区
2640101677,居宅療養管理指導,寛一商店株式会社,なぎさ薬局　烏丸紫明店,6038151,北区小山下総町5-1,415-7870,415-7871,北区
2610105666,居宅療養管理指導,医療法人大関内科クリニック,医療法人大関内科クリニック,6038364,北区平野桜木町27番地,466-0011,466-0012,北区
2640101628,居宅療養管理指導,シミズ薬品株式会社,薬局ダックス京都北山店,6038435,北区紫竹栗栖町37番地,366-6766,366-3337,北区
2640101594,居宅療養管理指導,シミズ薬品株式会社,薬局ダックス京都衣笠店,6038375,北区衣笠天神森町28番地の2,432-8107,432-8107,北区
2640101719,居宅療養管理指導,株式会社ゆうホールディングス,紫野ゆう薬局,6038224,北区紫野西藤ノ森町12番地31,415-7671,415-7672,北区
2640101735,居宅療養管理指導,株式会社アインファーマシーズ,アイン薬局今宮小山店,6038122,北区小山花ノ木町57番地の3,494-1155,494-1156,北区
2630102594,居宅療養管理指導,,大西歯科医院,6038052,北区上賀茂松本町13番地の2,722-0648,722-0648,北区
2630165062,居宅療養管理指導,医療法人　財団　康生会,医療法人財団康生会　北山武田病院,6038053,北区上賀茂岩ケ垣内町99番地,721-1612,701-7399,北区
2640101743,居宅療養管理指導,株式会社スギ薬局,スギ薬局　西賀茂店,6038825,北区西賀茂丸川町16番地,334-5973,334-5974,北区
2640101750,居宅療養管理指導,株式会社MIKATA,ヒラタ薬局,6038172,北区小山初音町36,491-2051,491-2036,北区
2640101768,居宅療養管理指導,株式会社MIKATA,あかり薬局,6038149,北区小山南上総町74-1,411-9088,411-9087,北区
2640101776,居宅療養管理指導,株式会社エフオーエム,すこやか薬局・白梅,6038325,北区北野上白梅町66番地　カメール北野１－Ｄ,278-1266,278-1228,北区
2640101784,居宅療養管理指導,株式会社エフオーエム,ふれあい薬局・白梅,6038326,北区北野下白梅町73番地3　白梅町M・Cビル3階,466-1506,465-9111,北区
2640101792,居宅療養管理指導,I＆H株式会社,阪神調剤薬局　きぬがさ店,6038353,北区平野上八丁柳町42番地2,467-9501,467-9502,北区
2640101818,居宅療養管理指導,株式会社ゆうホールディングス,ゆう薬局　在宅支援センター,6038161,北区小山北大野町15番地ロジュマン新町１階,496-8516,496-8560,北区
2640101826,居宅療養管理指導,シミズ薬品株式会社,薬局ダックス京都大宮紫竹店,6038402,北区大宮南椿原町36番地の1,748-0940,748-0941,北区
2640101867,居宅療養管理指導,株式会社LEAPH,ことのは薬局むらさきの,6038246,北区紫野西泉堂町3番地２サントーレ紫野地下１階,494-0051,494-0052,北区
2640101834,居宅療養管理指導,有限会社K.Pコーポレーション,かわかみ薬局　金閣寺店,6038375,北区衣笠天神森町17番地1,464-3511,464-3512,北区
2630102628,居宅療養管理指導,,柏井歯科矯正歯科,6038063,北区上賀茂今井河原町55,722-7339,722-7339,北区
2640101701,居宅療養管理指導,シミズ薬品株式会社,薬局ダックス京都紫野店,6038214,北区紫野雲林院町38番地,748-0522,748-0531,北区
2640101875,居宅療養管理指導,ヤマグチウェルファーマー株式会社,やまぐち薬局,6038445,北区鷹峯藤林町6番地417ノースビレッジ1階,366-6934,366-6944,北区
2640101800,居宅療養管理指導,セイミ株式会社,えくぼ調剤薬局　紫野店,6038233,北区紫野西野町25番地1　1階,494-5100,494-5101,北区
2610105823,居宅療養管理指導,医療法人　和み会,医療法人和み会　なかつかさ内科・在宅クリニック,6038208,北区紫竹西桃ノ本町56番地,366-1268,366-1269,北区
2610105385,居宅療養管理指導,医療法人六合会診療所,医療法人六合会診療所,6038214,北区紫野雲林院町18-1,411-1165,411-1230,北区
2640101883,居宅療養管理指導,株式会社ココカラファインヘルスケア,紫明オーツカ薬局,6038151,北区小山下総町29-16ラメゾンクラマグチ１階,417-1213,417-0955,北区
2610105864,居宅療養管理指導,医療法人侑眞会　むらにしクリニック,医療法人侑眞会　むらにしクリニック,6038378,北区衣笠御所ノ内町31番地アクエルド金閣寺1F,467-5005,467-5006,北区
2630102644,居宅療養管理指導,,あおデンタルクリニック,6038155,北区上清蔵口町149番地,415-6480,415-6485,北区
2640101891,居宅療養管理指導,株式会社ウエルビーファーマシー,ウエルビー薬局,6038378,北区衣笠御所ノ内町33番地1カルフール北村１階,366-3240,366-3243,北区
2610105914,居宅療養管理指導,,山本内科医院,6038204,北区紫竹高縄町64,494-5588,494-5577,北区
2610105922,居宅療養管理指導,加藤眼科医院,加藤眼科医院,6038116,北区紫竹上本町7番地,493-8600,493-7060,北区
2640101925,居宅療養管理指導,株式会社フォワイエ,オリーヴ薬局,6038415,北区紫竹西大門町29番地3,494-1500,494-1501,北区
2640101933,居宅療養管理指導,セイミ株式会社,えくぼ調剤薬局　金閣寺店,6038376,北区衣笠北天神森町24番地1A-mon金閣寺NEKI1,748-0447,748-0448,北区
2640101941,居宅療養管理指導,株式会社ファーマシィ,ファーマシィ薬局鞍馬口,6038151,北区小山下総町29番地11,451-8900,451-8901,北区
2640101958,居宅療養管理指導,総合メディカル株式会社,そうごう薬局　御園橋店,6038401,北区大宮上ノ岸町3番地9フェリーチェ御薗橋1F,406-7821,406-7822,北区
2630102685,居宅療養管理指導,医療法人晴志会,医療法人晴志会　こささ歯科こども矯正クリニック,6038054,北区上賀茂桜井町100番地Brillia北山1階,721-5511,705-2255,北区
2640101966,居宅療養管理指導,株式会社ウィーズ,アピス薬局鞍馬口店,6038156,北区小山中溝町15番地11CotoGrance紫明通1階,415-9735,415-9736,北区
2670100037,通所介護,社会福祉法人　柊野福祉会,柊野老人デイサービスセンター,6038033,北区上賀茂馬ノ目町１０番地の１,705-4132,705-4138,北区
2670100136,通所介護,社会福祉法人　柊野福祉会,鳳徳老人デイサービスセンター,6038176,北区紫野上鳥田町３０番地,494-2750,493-4143,北区
2670100060,通所介護,社会福祉法人七野会,原谷こぶしの里デイサービスセンター,6038488,北区大北山長谷町５番地３６,463-7664,278-8488,北区
2670100094,通所介護,社会福祉法人社会福祉協議会,社会福祉法人社会福祉協議会衣笠老人デイサービスセンター,6038355,北区平野上柳町２８番地の２４,462-9330,462-9310,北区
2670100219,通所介護,社会福祉法人仁恵会,特別養護老人ホーム　ユーカリの里デイサービスセンター,6038041,北区上賀茂ケシ山１番地の４３,712-1265,712-1199,北区
2670100227,通所介護,日本ケアサポート株式会社,家族応援団すずめのお宿,6038487,北区大北山原谷乾町１９９番地の２,467-2001,467-2007,北区
2670100334,通所介護,医療法人社団都会,医療法人社団都会西賀茂デイサービスセンター,6038822,北区西賀茂鹿ノ下町４８,494-5775,494-5776,北区
2670100409,通所介護,あやとり株式会社,あやとりデイサービス,6038375,北区衣笠天神森町３４の４,465-5226,465-5246,北区
2670100425,通所介護,医療法人社団行陵会,医療法人社団行陵会こうやまデイサービスセンター,6038028,北区上賀茂西上之段町１１,723-3668,723-3744,北区
